algorithm,problem,problem_name,dim,n_constraints,seed,N,MaxIter,penalty,feasibility_tolerance,paper_reported_f,best_fitness,raw_objective,feasible,within_bounds,max_violation,curve_start,curve_end,curve_len,elapsed_seconds,status,message,x1,x2,x3,x4,x5,x6,x7
SCHO,pressure_vessel,Pressure vessel,4,4,1012,30,500,1e+30,1e-08,5889.0061,6441.1743704731325,6441.1743704731325,True,True,0.0,1240981.3542115353,6441.1743704731325,500,0.5146371999871917,PASS,,1.0098334139905933,0.4978898325545312,51.98687821062022,83.46635049774028,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1013,30,500,1e+30,1e-08,5889.0061,6771.79063003529,6771.79063003529,True,True,0.0,287653.5001786168,6771.79063003529,500,0.5132214000332169,PASS,,1.1111039049453149,0.5501108445899678,57.38040972019628,49.22588473550569,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1014,30,500,1e+30,1e-08,5889.0061,6749.566136532886,6749.566136532886,True,True,0.0,1283254.7343631138,6749.566136532886,500,0.510388900001999,PASS,,1.1034938005348869,0.5475423295019953,57.11601382921041,50.9157139116975,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1015,30,500,1e+30,1e-08,5889.0061,6382.244029114074,6382.244029114074,True,True,0.0,568530.1074857713,6382.244029114074,500,0.5143441000254825,PASS,,0.9919159041369018,0.4884896842242343,51.08930526349217,89.9655397411559,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1016,30,500,1e+30,1e-08,5889.0061,6231.531487955334,6231.531487955334,True,True,0.0,2589425.239863457,6231.531487955334,500,0.5161506999866106,PASS,,0.9176093523581336,0.4636770472320486,47.390392720759976,120.68799385893807,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1017,30,500,1e+30,1e-08,5889.0061,6416.075206021528,6416.075206021528,True,True,0.0,787898.5926573814,6416.075206021528,500,0.5210566999739967,PASS,,0.9840186111569887,0.48284767389852623,50.31358841052126,96.69648509543627,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1018,30,500,1e+30,1e-08,5889.0061,6013.651106649038,6013.651106649038,True,True,0.0,761981.1580823307,6013.651106649038,500,0.5330421000253409,PASS,,0.8316472636925331,0.4117009889157939,43.03268244041813,166.26474824812942,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1019,30,500,1e+30,1e-08,5889.0061,6298.7512098781535,6298.7512098781535,True,True,0.0,565503.715728278,6298.7512098781535,500,0.5181040000170469,PASS,,0.9475702048122757,0.4672687376582896,48.91805286168849,108.51302765518196,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1020,30,500,1e+30,1e-08,5889.0061,6401.752247826594,6401.752247826594,True,True,0.0,470154.9325835233,6401.752247826594,500,0.5143073999788612,PASS,,0.9817691866028992,0.49655629474565804,50.77672843388475,92.55878531349447,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1021,30,500,1e+30,1e-08,5889.0061,6344.835201136437,6344.835201136437,True,True,0.0,100206.8482001739,6344.835201136437,500,0.5124895000481047,PASS,,0.9749222783853284,0.4828056268642488,50.40550860799124,95.64459356149419,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1022,30,500,1e+30,1e-08,5889.0061,6631.996503003601,6631.996503003601,True,True,0.0,407921.5551788353,6631.996503003601,500,0.5176545999711379,PASS,,1.0663155489029776,0.5299845754259455,55.24202532317202,62.3408814941081,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1023,30,500,1e+30,1e-08,5889.0061,6382.670353151468,6382.670353151468,True,True,0.0,278347.61355228315,6382.670353151468,500,0.5613238000078127,PASS,,0.9928305924546926,0.48936207273364707,51.255876643404505,88.93236655802934,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1024,30,500,1e+30,1e-08,5889.0061,6213.989483182801,6213.989483182801,True,True,0.0,372795.5251547459,6213.989483182801,500,0.5845608999952674,PASS,,0.9272480607282558,0.46020611902116726,48.0125638809972,115.29790765507887,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1025,30,500,1e+30,1e-08,5889.0061,7265.711677642845,7265.711677642845,True,True,0.0,867713.7561715862,7265.711677642845,500,0.5285172000294551,PASS,,1.2388699592233525,0.6120181711116014,64.06437086901097,15.63958354078551,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1026,30,500,1e+30,1e-08,5889.0061,6015.998932284717,6015.998932284717,True,True,0.0,180505.10603524497,6015.998932284717,500,0.5119422000134364,PASS,,0.8272336060038747,0.40756178115089065,42.51647424873622,171.62443341905146,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1027,30,500,1e+30,1e-08,5889.0061,7333.829582605371,7333.829582605371,True,True,0.0,180771.92314362607,7333.829582605371,500,0.5267302000429481,PASS,,1.2607660041322284,0.621606115850761,65.07132112588887,10.726059732373209,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1028,30,500,1e+30,1e-08,5889.0061,6383.246155549527,6383.246155549527,True,True,0.0,891508.5219224709,6383.246155549527,500,0.5143119000131264,PASS,,0.9832712419063878,0.4943293674941254,50.92238140924929,91.37270811292568,,,
SCHO,pressure_vessel,Pressure vessel,4,4,1029,30,500,1e+30,1e-08,5889.0061,6566.442865685258,6566.442865685258,True,True,0.0,1380816.619781556,6566.442865685258,500,0.5156190000125207,PASS,,1.046030483672631,0.5200923135160076,54.07837065712547,69.50772705956281,,,
GWO,welded_beam,Welded beam,4,7,1000,30,500,1e+30,1e-08,1.72516,1.7309175854623886,1.7309175854623886,True,True,0.0,1e+30,1.7309175854623886,500,0.6416449000244029,PASS,,0.20270458373013756,3.5413326407156673,9.041184064667625,0.2057897122755337,,,
GWO,welded_beam,Welded beam,4,7,1001,30,500,1e+30,1e-08,1.72516,1.7283775159024908,1.7283775159024908,True,True,0.0,3.9287468662326224,1.7283775159024908,500,0.6273345000226982,PASS,,0.2045428259711374,3.505360536416845,9.041068268233305,0.2057153554005762,,,
GWO,welded_beam,Welded beam,4,7,1002,30,500,1e+30,1e-08,1.72516,1.7276941986437584,1.7276941986437584,True,True,0.0,1e+30,1.7276941986437584,500,0.6387057999963872,PASS,,0.20540450409391134,3.479113035937569,9.04761884801782,0.205766295217207,,,
GWO,welded_beam,Welded beam,4,7,1003,30,500,1e+30,1e-08,1.72516,1e+30,6.032014598522798,False,True,1.0320145985227978,1e+30,1e+30,500,0.6166226000059396,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.45673899971040355,2.641387521166339,4.9973253391696275,1.355503959219952,,,
GWO,welded_beam,Welded beam,4,7,1004,30,500,1e+30,1e-08,1.72516,1e+30,0.9123575393729509,False,True,304428.8452042268,1e+30,1e+30,500,0.6213797999662347,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.10167286020735855,1.3884979900635512,1.4709259164560544,0.8232438101997511,,,
GWO,welded_beam,Welded beam,4,7,1005,30,500,1e+30,1e-08,1.72516,1.7305972342048737,1.7305972342048737,True,True,0.0,4.802372104261444,1.7305972342048737,500,0.6315319000277668,PASS,,0.20290352681437981,3.5346054336829735,9.046193217998903,0.20571141541462643,,,
GWO,welded_beam,Welded beam,4,7,1006,30,500,1e+30,1e-08,1.72516,1e+30,5.281759267156913,False,True,68354.12934117443,1e+30,1e+30,500,0.6195840000291355,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.7401507237883664,6.048483743616583,3.048529864150838,0.551387644921589,,,
GWO,welded_beam,Welded beam,4,7,1007,30,500,1e+30,1e-08,1.72516,1.7309995198021857,1.7309995198021857,True,True,0.0,3.7667899507463027,1.7309995198021857,500,0.6441821999615058,PASS,,0.20410943734775375,3.5190705477259416,9.044340933658225,0.20583114501885127,,,
GWO,welded_beam,Welded beam,4,7,1008,30,500,1e+30,1e-08,1.72516,1e+30,6.297978769161422,False,True,20441.352033913405,1e+30,1e+30,500,0.6211334000108764,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.4177802232037756,8.149202402514915,2.252585009220994,1.9691619636428352,,,
GWO,welded_beam,Welded beam,4,7,1009,30,500,1e+30,1e-08,1.72516,1e+30,0.47258115436927983,False,True,2224760.955932747,1e+30,1e+30,500,0.6202457000035793,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.20735087790153464,3.336464317961332,0.5935294745246625,0.6345201950100189,,,
GWO,welded_beam,Welded beam,4,7,1010,30,500,1e+30,1e-08,1.72516,1.7371338865220896,1.7371338865220896,True,True,0.0,1e+30,1.7371338865220896,500,0.6384545000037178,PASS,,0.19819724365980226,3.648534193340552,9.03508233219686,0.2058032380945197,,,
GWO,welded_beam,Welded beam,4,7,1011,30,500,1e+30,1e-08,1.72516,1e+30,3.1014734184765067,False,True,375218.23641482485,1e+30,1e+30,500,0.6183975999592803,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.6398371966658295,5.676903001543016,2.2047413330744985,0.2558740635611678,,,
GWO,welded_beam,Welded beam,4,7,1012,30,500,1e+30,1e-08,1.72516,1e+30,8.50508910165637,False,True,17988.460716522044,1e+30,1e+30,500,0.6178426999831572,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.682008918214214,7.8284021753421245,2.4605205535813894,1.7347612890873738,,,
GWO,welded_beam,Welded beam,4,7,1013,30,500,1e+30,1e-08,1.72516,1e+30,7.123205161185003,False,True,2.1232051611850027,1e+30,1e+30,500,0.6143752000061795,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.6095365390817569,0.8818967685851355,6.759329953838015,0.9503801640282817,,,
GWO,welded_beam,Welded beam,4,7,1014,30,500,1e+30,1e-08,1.72516,2.025805911803849,2.025805911803849,True,True,0.0,4.016554137720022,2.025805911803849,500,0.6161716000060551,PASS,,0.20058027886486599,4.20371628303929,10.0,0.20998073625448135,,,
GWO,welded_beam,Welded beam,4,7,1015,30,500,1e+30,1e-08,1.72516,1.7281915914825154,1.7281915914825154,True,True,0.0,1e+30,1.7281915914825154,500,0.6252972000511363,PASS,,0.20400778290751032,3.510794055481337,9.036043284517627,0.20581984300913714,,,
GWO,welded_beam,Welded beam,4,7,1016,30,500,1e+30,1e-08,1.72516,1.7318106436456981,1.7318106436456981,True,True,0.0,1e+30,1.7318106436456981,500,0.6307349999551661,PASS,,0.20155942427974935,3.5622282242033934,9.040255455755304,0.2057972296274293,,,
GWO,welded_beam,Welded beam,4,7,1017,30,500,1e+30,1e-08,1.72516,1.7274722284009805,1.7274722284009805,True,True,0.0,2.5826343247009262,1.7274722284009805,500,0.6178287999937311,PASS,,0.20535567494583576,3.480482560229492,9.036896326723541,0.20596684359790254,,,
GWO,welded_beam,Welded beam,4,7,1018,30,500,1e+30,1e-08,1.72516,1.7280311690665007,1.7280311690665007,True,True,0.0,3.195334657964364,1.7280311690665007,500,0.6392699999851175,PASS,,0.20456659253174905,3.4974385490884057,9.043437295391229,0.20575224521048088,,,
GWO,welded_beam,Welded beam,4,7,1019,30,500,1e+30,1e-08,1.72516,1.737589468634241,1.737589468634241,True,True,0.0,4.443309657541095,1.737589468634241,500,0.6296567000099458,PASS,,0.19876343951284905,3.6324708276847915,9.032745527712933,0.20607674138874402,,,
GWO,welded_beam,Welded beam,4,7,1020,30,500,1e+30,1e-08,1.72516,1e+30,5.620151531509076,False,True,454072.81689869164,1e+30,1e+30,500,0.6283344000112265,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.1995304616921356,2.9083852847531952,0.8493585052226411,1.443237354160841,,,
GWO,welded_beam,Welded beam,4,7,1021,30,500,1e+30,1e-08,1.72516,1.730855101513896,1.730855101513896,True,True,0.0,4.404719689643776,1.730855101513896,500,0.6420605999883264,PASS,,0.20252334752098033,3.539734807846525,9.0428847165566,0.20580870569053697,,,
GWO,welded_beam,Welded beam,4,7,1022,30,500,1e+30,1e-08,1.72516,1.7308918835173883,1.7308918835173883,True,True,0.0,1e+30,1.7308918835173883,500,0.6385766000021249,PASS,,0.20332106990067297,3.5325663220031855,9.035944944116062,0.2059326593477623,,,
GWO,welded_beam,Welded beam,4,7,1023,30,500,1e+30,1e-08,1.72516,1.7300180365078293,1.7300180365078293,True,True,0.0,1e+30,1.7300180365078293,500,0.6326865999726579,PASS,,0.20339964407482572,3.5311147705584127,9.039627713750882,0.2057435349259293,,,
GWO,welded_beam,Welded beam,4,7,1024,30,500,1e+30,1e-08,1.72516,3.0680024862958093,3.0680024862958093,True,True,0.0,1e+30,3.0680024862958093,500,0.6289651999832131,PASS,,0.4554771844003139,2.1857150765569933,5.972699758177608,0.5519510724918613,,,
GWO,welded_beam,Welded beam,4,7,1025,30,500,1e+30,1e-08,1.72516,1e+30,20.247019457815284,False,True,263929.0576387229,1e+30,1e+30,500,0.6484793999698013,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.6601229965451592,6.327174199759684,1.705234990868641,0.5896842698353508,,,
GWO,welded_beam,Welded beam,4,7,1026,30,500,1e+30,1e-08,1.72516,1e+30,1.5187365164372792,False,True,702631.8615350421,1e+30,1e+30,500,0.6222036999533884,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.4244006722183382,5.991660919216478,2.0262443477952576,0.16755643124287095,,,
GWO,welded_beam,Welded beam,4,7,1027,30,500,1e+30,1e-08,1.72516,1e+30,0.8034983031561905,False,True,97495.26133978443,1e+30,1e+30,500,0.6170839000260457,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.15315165661112734,5.665241869763006,5.695104404982991,0.12188018721250177,,,
GWO,welded_beam,Welded beam,4,7,1028,30,500,1e+30,1e-08,1.72516,3.641306279443997,3.641306279443997,True,True,0.0,1e+30,3.641306279443997,500,0.6232426999486051,PASS,,0.4679081767499648,1.438805866398585,8.984945373147168,0.49347869714279197,,,
GWO,welded_beam,Welded beam,4,7,1029,30,500,1e+30,1e-08,1.72516,1.7281268518572606,1.7281268518572606,True,True,0.0,4.781557008271079,1.7281268518572606,500,0.7376255000126548,PASS,,0.20574044079841333,3.4872506859048507,9.031613933756779,0.2059720079988012,,,
SCHO,welded_beam,Welded beam,4,7,1000,30,500,1e+30,1e-08,1.72516,1e+30,4.348547874447729,False,True,33216.31699222488,1e+30,1e+30,500,0.658629400015343,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.090632902152619,1.4508581546043349,2.4267785936455595,1.3537579982329253,,,
SCHO,welded_beam,Welded beam,4,7,1001,30,500,1e+30,1e-08,1.72516,1.9275560099426616,1.9275560099426616,True,True,0.0,4.952527216253941,1.9275560099426616,500,0.6685502000036649,PASS,,0.2609890647397016,2.89095745775909,8.028853002529914,0.2620943261104451,,,
SCHO,welded_beam,Welded beam,4,7,1002,30,500,1e+30,1e-08,1.72516,1e+30,15.724225994060896,False,True,10.724225994060896,1e+30,1e+30,500,0.6494508999749087,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.8235602030179201,7.184957529029902,6.547021259957654,1.5496910235629637,,,
SCHO,welded_beam,Welded beam,4,7,1003,30,500,1e+30,1e-08,1.72516,2.4213467420431782,2.4213467420431782,True,True,0.0,1e+30,2.4213467420431782,500,0.6511401000316255,PASS,,0.40838835482588265,2.0783884704228117,6.410873524309533,0.41105265611345304,,,
SCHO,welded_beam,Welded beam,4,7,1004,30,500,1e+30,1e-08,1.72516,1e+30,3.9592447980415786,False,True,135003.48585156733,1e+30,1e+30,500,0.6600157999782823,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.10167286020735855,1.5319713763299903,2.9840300024359627,1.7677626435671914,,,
SCHO,welded_beam,Welded beam,4,7,1005,30,500,1e+30,1e-08,1.72516,2.717158515844118,2.717158515844118,True,True,0.0,1e+30,2.717158515844118,500,0.6527651000069454,PASS,,0.5059345539728275,1.7652176710399723,5.7523307168324065,0.5083737271087736,,,
SCHO,welded_beam,Welded beam,4,7,1006,30,500,1e+30,1e-08,1.72516,2.5218112731011493,2.5218112731011493,True,True,0.0,1e+30,2.5218112731011493,500,0.6565658999606967,PASS,,0.440267059081539,1.9865803889245746,6.185026646842547,0.44070313902441155,,,
SCHO,welded_beam,Welded beam,4,7,1007,30,500,1e+30,1e-08,1.72516,1.7410126129768104,1.7410126129768104,True,True,0.0,3.362552904880306,1.7410126129768104,500,0.6380505999550223,PASS,,0.19653580709577181,3.675829501405453,9.049472804422232,0.2058548353445349,,,
SCHO,welded_beam,Welded beam,4,7,1008,30,500,1e+30,1e-08,1.72516,1e+30,2.950252624090737,False,True,38266.64788241546,1e+30,1e+30,500,0.6351426999899559,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.4177802232037756,9.24452672713223,7.070106022550318,0.14769646651944704,,,
SCHO,welded_beam,Welded beam,4,7,1009,30,500,1e+30,1e-08,1.72516,1.9031731870596282,1.9031731870596282,True,True,0.0,1e+30,1.9031731870596282,500,0.6334148999885656,PASS,,0.25246626967538693,2.974829793173969,8.177133124281122,0.2536273199033553,,,
SCHO,welded_beam,Welded beam,4,7,1010,30,500,1e+30,1e-08,1.72516,1.8622183028891808,1.8622183028891808,True,True,0.0,1e+30,1.8622183028891808,500,0.6508923000073992,PASS,,0.2397761138499059,3.1002077869210236,8.418642950920507,0.2404461371901119,,,
SCHO,welded_beam,Welded beam,4,7,1011,30,500,1e+30,1e-08,1.72516,1.94917099058179,1.94917099058179,True,True,0.0,4.7259437203103225,1.94917099058179,500,0.652954299992416,PASS,,0.2677321291666549,2.854680093375115,7.929930498207276,0.26797250250547244,,,
SCHO,welded_beam,Welded beam,4,7,1012,30,500,1e+30,1e-08,1.72516,1.7350805622606855,1.7350805622606855,True,True,0.0,1e+30,1.7350805622606855,500,0.6403312000329606,PASS,,0.20321452647718508,3.520717507148396,9.075354539455867,0.20581737237054035,,,
SCHO,welded_beam,Welded beam,4,7,1013,30,500,1e+30,1e-08,1.72516,2.4676616092617514,2.4676616092617514,True,True,0.0,1e+30,2.4676616092617514,500,0.6320823999703862,PASS,,0.4159968745672715,1.9977527088206424,6.5053680204394135,0.4165764465416384,,,
SCHO,welded_beam,Welded beam,4,7,1014,30,500,1e+30,1e-08,1.72516,1e+30,15.016496041371061,False,True,10.016496041371061,1e+30,1e+30,500,0.6437410000362433,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.9274956030833198,4.482552901089401,9.105345318570894,1.328562243775022,,,
SCHO,welded_beam,Welded beam,4,7,1015,30,500,1e+30,1e-08,1.72516,1.7346323170831335,1.7346323170831335,True,True,0.0,4.809538615932736,1.7346323170831335,500,0.6443722000112757,PASS,,0.20463029779778044,3.5232210092616216,9.058877429106706,0.2057943505299449,,,
SCHO,welded_beam,Welded beam,4,7,1016,30,500,1e+30,1e-08,1.72516,1e+30,1.1412839482639519,False,True,165249.45471589526,1e+30,1e+30,500,0.6416252999915741,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.5331840337531523,0.9749874130008822,2.2269530775292488,0.5204974113245932,,,
SCHO,welded_beam,Welded beam,4,7,1017,30,500,1e+30,1e-08,1.72516,1.7386345399968688,1.7386345399968688,True,True,0.0,1e+30,1.7386345399968688,500,0.636865200009197,PASS,,0.2066216633914937,3.4697879101796176,9.000115682031645,0.2082123922293425,,,
SCHO,welded_beam,Welded beam,4,7,1018,30,500,1e+30,1e-08,1.72516,1e+30,14.444960035410023,False,True,360343.09740865725,1e+30,1e+30,500,0.6427013000356965,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.2285533534585096,7.661047696222678,0.8052195471868837,1.9913858380456868,,,
SCHO,welded_beam,Welded beam,4,7,1019,30,500,1e+30,1e-08,1.72516,1.8154560668290511,1.8154560668290511,True,True,0.0,3.025941744130792,1.8154560668290511,500,0.6311274000327103,PASS,,0.23009017697753562,3.180313439950955,8.559273618748653,0.23032397310457364,,,
SCHO,welded_beam,Welded beam,4,7,1020,30,500,1e+30,1e-08,1.72516,1e+30,21.282587905461504,False,True,16.282587905461504,1e+30,1e+30,500,0.6337727999780327,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.1995304616921356,7.995543348213292,6.431700366286527,1.2596668654660743,,,
SCHO,welded_beam,Welded beam,4,7,1021,30,500,1e+30,1e-08,1.72516,1e+30,1.3935335354670144,False,True,14136819.494442549,1e+30,1e+30,500,0.6241481999750249,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.8113374708053337,1.749694198917936,0.22248186005304862,0.7187352787236841,,,
SCHO,welded_beam,Welded beam,4,7,1022,30,500,1e+30,1e-08,1.72516,1.7330028379242222,1.7330028379242222,True,True,0.0,1e+30,1.7330028379242222,500,0.6243588000070304,PASS,,0.20504698378177166,3.4752455999225313,9.091706127851909,0.20560561316375917,,,
SCHO,welded_beam,Welded beam,4,7,1023,30,500,1e+30,1e-08,1.72516,1e+30,1.3738709432989324,False,True,783944.4514669973,1e+30,1e+30,500,0.6215498000383377,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,0.7438512520161997,1.1033141366945416,0.6432439814877294,1.4965261382180215,,,
SCHO,welded_beam,Welded beam,4,7,1024,30,500,1e+30,1e-08,1.72516,1.7371912995431897,1.7371912995431897,True,True,0.0,4.965590933556383,1.7371912995431897,500,0.6198977999738418,PASS,,0.20622941344700615,3.4791245775585553,9.013406555655271,0.20762792225724985,,,
SCHO,welded_beam,Welded beam,4,7,1025,30,500,1e+30,1e-08,1.72516,2.0570958513841053,2.0570958513841053,True,True,0.0,1e+30,2.0570958513841053,500,0.6297984999837354,PASS,,0.2938952017254466,2.7189692479495897,7.531074390042345,0.2967595251684407,,,
SCHO,welded_beam,Welded beam,4,7,1026,30,500,1e+30,1e-08,1.72516,1.7673562873135762,1.7673562873135762,True,True,0.0,1e+30,1.7673562873135762,500,0.6357751000323333,PASS,,0.2137860978651393,3.4161428883217644,8.874516276971793,0.21448379683520322,,,
SCHO,welded_beam,Welded beam,4,7,1027,30,500,1e+30,1e-08,1.72516,2.053237254589916,2.053237254589916,True,True,0.0,1e+30,2.053237254589916,500,0.6446335000218824,PASS,,0.2949448035082914,2.6542739107154487,7.5127818823363866,0.29872113795172733,,,
SCHO,welded_beam,Welded beam,4,7,1028,30,500,1e+30,1e-08,1.72516,1e+30,26.868812386463826,False,True,69596.46479103208,1e+30,1e+30,500,0.6194558999850415,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,1.650725049364109,8.085347467288294,2.1250910317501743,1.12055076434782,,,
SCHO,welded_beam,Welded beam,4,7,1029,30,500,1e+30,1e-08,1.72516,3.46407168912587,3.46407168912587,True,True,0.0,1e+30,3.46407168912587,500,0.6180378000135534,PASS,,0.33045577574861634,2.5967772370072826,9.811203014574827,0.4021986360924105,,,
GWO,speed_reducer,Speed reducer,7,11,1000,30,500,1e+30,1e-08,2995.2477,1e+30,4019.0192547558136,False,True,0.2695367417474437,1e+30,1e+30,500,0.6980077000334859,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,3.121385737975063,0.760384184700633,22.180359770544793,7.503247942544679,7.8287590256200525,3.0910362800807887,5.140772799320926
GWO,speed_reducer,Speed reducer,7,11,1001,30,500,1e+30,1e-08,2995.2477,1e+30,3192.2402216252017,False,True,0.26079473904605344,1e+30,1e+30,500,0.7064830000163056,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,3.212594928569951,0.7015700467820332,19.064585345701225,8.157890064541126,7.376198634267814,3.101090244445424,5.315050499686533
GWO,speed_reducer,Speed reducer,7,11,1002,30,500,1e+30,1e-08,2995.2477,1e+30,4464.194349456436,False,True,0.23408767987722978,1e+30,1e+30,500,0.6990263000479899,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.980821159483116,0.7357189337670946,25.2237354877501,7.689491919104912,7.637131186799537,3.454894529529624,5.09360920083229
GWO,speed_reducer,Speed reducer,7,11,1003,30,500,1e+30,1e-08,2995.2477,1e+30,3744.9169697436087,False,True,0.3015310967908367,1e+30,1e+30,500,0.7013816000544466,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.7877573682686334,0.7256705810218822,22.441472599077365,7.960791557484185,8.052112861676077,3.6230978681396766,5.17021859975204
GWO,speed_reducer,Speed reducer,7,11,1004,30,500,1e+30,1e-08,2995.2477,3003.9357065388617,3003.9357065388617,True,True,0.0,5363.112948639776,3003.9357065388617,500,0.7114720999961719,PASS,,3.5090121215958043,0.7,17.0,7.431677130207649,7.834637935346713,3.3551838669348464,5.288027801863109
GWO,speed_reducer,Speed reducer,7,11,1005,30,500,1e+30,1e-08,2995.2477,1e+30,3646.8047730444105,False,True,0.4783583165050811,1e+30,1e+30,500,0.6976748000015505,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.6822191730678937,0.7930562042388604,20.160124312045475,7.938558048620499,8.134792724544088,3.87672200345304,5.081117352045079
GWO,speed_reducer,Speed reducer,7,11,1006,30,500,1e+30,1e-08,2995.2477,1e+30,3546.5703540975414,False,True,0.2940177522135923,1e+30,1e+30,500,0.6958998999907635,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.9369214335728246,0.7600856943799655,20.27614429350093,7.537572444695574,8.09976985616574,3.235045155195315,5.20288669463141
GWO,speed_reducer,Speed reducer,7,11,1007,30,500,1e+30,1e-08,2995.2477,1e+30,4442.873897384784,False,True,0.4629955410283362,1e+30,1e+30,500,0.7029569000005722,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.671224937460886,0.7815980345177944,24.07221364210523,7.496595244827648,7.888818793516671,3.7953371516183263,5.2255904298344245
GWO,speed_reducer,Speed reducer,7,11,1008,30,500,1e+30,1e-08,2995.2477,1e+30,3529.3975697447017,False,True,0.4116980731879234,1e+30,1e+30,500,0.7002761000185274,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.767252749054619,0.7813050747728779,19.39176112135666,8.283769454548862,8.283188274143209,3.744275688334918,5.199436801992343
GWO,speed_reducer,Speed reducer,7,11,1009,30,500,1e+30,1e-08,2995.2477,1e+30,2909.738263455694,False,True,0.3790540774100326,1e+30,1e+30,500,0.696501599973999,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.6565004620534394,0.7326915587672862,17.54836608280518,7.581326418426326,8.12584587247742,3.5089774830291267,5.281161895582584
GWO,speed_reducer,Speed reducer,7,11,1010,30,500,1e+30,1e-08,2995.2477,1e+30,4888.346468860514,False,True,0.39811267343512013,1e+30,1e+30,500,0.7126630000420846,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.6949922829615724,0.7535805731236843,27.09444406424807,8.281465848888804,8.148819539145695,3.6461448559623957,5.204710824168645
GWO,speed_reducer,Speed reducer,7,11,1011,30,500,1e+30,1e-08,2995.2477,1e+30,3314.5645428110156,False,True,0.311199055896348,1e+30,1e+30,500,0.779914100014139,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.8841248403504367,0.7563323535509395,19.338601481193887,7.382038980821667,7.402808330272208,3.2976635452008813,5.209543152425968
GWO,speed_reducer,Speed reducer,7,11,1012,30,500,1e+30,1e-08,2995.2477,1e+30,3638.497001383401,False,True,0.3385734176882673,1e+30,1e+30,500,0.730906100012362,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,2.906320483270639,0.7780646684377992,19.622800615090433,8.16040067846704,7.793726413450886,3.5651875362293217,5.2888453808142035
GWO,speed_reducer,Speed reducer,7,11,1013,30,500,1e+30,1e-08,2995.2477,1e+30,4443.251507557993,False,True,0.2116880734511284,1e+30,1e+30,500,0.725304200022947,NO_FEASIBLE_FOUND,Best fitness stayed at the death penalty.,3.394492915306188,0.7078979471574256,24.39925550426446,7.747568507383306,8.012113493737592,3.1395205664620174,5.26196456375744
